software,count
CASL-SW-Adobe-Bridge User License-2017,0
CASL-FW-NIH-ImageJ-1.51u,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2018,0
CASL-FW-NIH-ImageJ-1.51u-SS,0
CASL-SW-IBM-SPSS-24,0
CASL-FW-OpenBabel-Babel GUI-2.4.1,0
CASL-SW-SAS-SAS-9.4.0.17039-SS,0
CASL-FW-Microsoft-Visual C Express-2010,0
CASL-SW-Cisco-AnyConnect SBL-3.1.14018,0
CASL-FW-Ansgar Becker-HeidiSQL-7.0.0.4053-SS,0
CASL-FW-Pidgin-Pidgin-AUTO-SS,0
CASL-FW-GIMP-GIMP-2.8.6-SS,0
CASL-FW-MicroLab Inc-MicroLab-5.9.10,0
CASL-SW-Adobe-Premiere Pro-2015-SS,0
CASL-SW-AdmissionPros-Enterprise System-4.3.203,0
CASL-SW-Cisco-AnyConnect SBL-3.1.14018-SS,0
CASL-FW-Irfan Skiljan-IrfanView-4.35,0
CASL-SW-TechSmith-Camtasia Relay-4.3.1,0
CASL-SW-Mathworks-MATLAB-R2016b-SS,0
CASL-SW-Cisco-AnyConnect Secure Mobility Client-3.1.14018,0
CASL-SW-Cisco-WebEx Meetings-27.32.200.910,0
CASL-SW-Microsoft-Project Professional-2013,0
CASL-SW-SAS-JMP Genomics-9.0-SS,0
CASL-SW-RefWorks-ProQuest-4.3.1217,0
CASL-SW-Cisco-AnyConnect Secure Mobility Client-3.1.14018-SS,0
CASL-SW-Adobe-Design Web Premium-CS6-SSr2,0
CASL-SW-ESRI-ArcPad-10.2.4,0
CASL-SW-RefWorks-Write N Cite-3,0
CASL-SW-Adobe-InDesign-2015,0
CASL-SW-NAG-NAG Fortran Compiler-6.0,0
CASL-FW-R Core Team-R-3.0.0-SS,0
CASL-SW-ESRI-ArcPad-10.2.4-SS,0
CASL-SW-Cisco-WebEx Meetings-27.32.200.910-SS,0
CASL-SW-PerkinElmer-ChemBioDraw-13.0,0
CASL-FW-myitforum-SCCM Right Click Tools-2.0,0
CASL-SW-Autodesk-Inventor-2015,0
CASL-FW-Dell-Enable WOL-1.0,0
CASL-FW-Scintilla-SciTE-3.3.4,0
CASL-SW-Microsoft-Office Professional-2013,0
CASL-FW-Martin Prikryl-WinSCP-5.5.6,0
CASL-SW-Adobe-Premiere Pro User License-2015,0
CASL-SW-Mathworks-MATLAB-R2016b,0
CASL-SW-Sassafras-K2 Client-6.1.6,0
CASL-FW-Igor Pavlov-7Zip-16.00,0
CASL-FW-RStudio-RStudio-1.1.383,0
CASL-FW-Oracle-Java JRE-8u91-SS,0
CASL-FW-Adobe-Flash Player-AUTO-SS,0
CASL-FW-Microsoft-Powershell-5.0-SS,0
CASL-SW-Autodesk-AutoCAD-2005-20050619,0
CASL-SW-Microsoft-Office Professional-2013-SS,0
CASL-FW-Oracle-Java JRE-8u65,0
CASL-SW-PTC-MathCAD Prime-3.1,0
CASL-FW-MySolutions NORDIC-NSClient-0.3.9.322,0
CASL-SW-TurningTech-TurningPoint-5.2.1-SS,0
CASL-SW-PTC-MathCAD Prime-3.1-SS,0
CASL-SW-SolidWorks-SolidWorks-2015SP2.1,0
CASL-SW-LabStats-LabStats Client-7.17.706.0-SS,0
CASL-FW-Oracle-Java JRE-8u72,0
CASL-SW-Microsoft-Visio Professional-2013,0
CASL-FW-NCBI-Cn3D-4.3.1,0
CASL-SW-Microsoft-Project Professional-2016-SS,0
CASL-SW-Adobe-Illustrator-2015,0
CASL-SW-IBM-SPSS-19-SS,0
CASL-FW-Audacity-Audacity-2.0.6,0
CASL-SW-National Instruments-Labview-2018,0
CASL-SW-Autodesk-AutoCAD-2016,0
CASL-FW-MicroLab Inc-MicroLab-5.9.10-SS,0
CASL-SW-National Instruments-Labview-2018-SS,0
CASL-FW-Eclipse-Eclipse-4.7.0-SS,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2015,0
CASL-FW-Blackboard-Collaborate Launcher-1.1.0.0,0
CASL-SW-Autodesk-AutoCAD-2016-SS,0
CASL-SW-ESRI-ArcGIS Desktop-9.3.1 SP2,0
CASL-SW-Adobe-Acrobat-AUTO,0
CASL-SW-Wolfram Research-Mathematica-8.0.4-SS,0
CASL-FW-Oracle-Java JRE-8u40,0
CASL-FW-Oracle-Java JDK-8u141,0
CASL-FW-Canneverbe Ltd-CDBurnerXP-4.5.1.4003-SS,0
CASL-SW-Microsoft-Project-2010-SS,0
CASL-SW-Microsoft-Project-2010,0
CASL-SW-Maplesoft-Maple-15,0
CASL-SW-SAS-JMP-10-SSr2,0
CASL-SW-OriginLab-Origin-2018b,0
CASL-FW-Oracle-Java JRE-8u144-SS,0
CASL-FW-Mozilla-Firefox-AUTO-SS,0
CASL-SW-OriginLab-Origin-2018b-SS,0
CASL-SW-SolidWorks-SolidWorks-2011SP4-SS,0
CASL-SW-Design Science-Mathtype-6.9b-SS,0
CASL-SW-Solidworks-Solidworks-2018 SP3.0,0
CASL-SW-Solidworks-Solidworks-2018 SP3.0-SS,0
CASL-SW-AdmissionPros-Enterprise NCSU-4.0.602-SS,0
CASL-SW-Microsoft-SCCM ConfigMgr Console-R3,0
CASL-FW-Google-Earth-7.1.2.2041-SS,0
CASL-SW-OriginLab-Origin-2017SR1-SS,0
CASL-FW-VPython-VPython for 2.7-6.05-SS,0
CASL-FW-TeX Users Group-TeXworks-0.4.4-SS,0
CASL-FW-Alertus-Alertus-3.5.7.228,0
CASL-FW-Simon Tatham-PuTTY-0.66,0
CASL-SW-Cisco-Network Recording Player-29.13.40.30001-SS,0
CASL-SW-Adobe-After Effects-2017,0
CASL-FW-Alertus-Alertus-3.5.7.228-SS,0
CASL-SW-Design Science-MathType-6.9-SS,0
CASL-SW-SolidWorks-SolidWorks-2012SP3,0
CASL-SW-Mathworks-MATLAB-R2018a,0
CASL-SW-IBM-SPSS-22-SS,0
CASL-SW-Mathworks-MATLAB-R2018a-SS,0
CASL-FW-Alertus-Alertus-AUTO-SS,0
CASL-SW-Adobe-Illustrator User License-2017-SS,0
CASL-SW-Adobe-Photoshop User License-2017-SS,0
CASL-SW-Mathworks-MATLAB-R2016a,0
CASL-SW-Adobe-Acrobat Pro DC User License-2018,0
CASL-SW-Tripwire-Tripwire Enterprise Agent-8.4.2-SS,0
CASL-SW-Adobe-Design Web Premium-CS6-r2,0
CASL-SW-Adobe-Acrobat Pro DC User License-2018-SS,0
CASL-SW-Adobe-Acrobat Pro DC-2018,0
CASL-SW-Adobe-Acrobat Pro DC-2018-SS,0
CASL-SW-Ansys-Ansys Suite-18.0,0
CASL-SW-Cisco-Network Recording Player-2.29.3200.910,0
CASL-FW-Audacity-Audacity-2.0.6-SS,0
CASL-SW-TurningTech-TurningPoint-5.3.1-SS,0
CASL-SW-RefWorks-Write N Cite-3-SS,0
CASL-SW-Adobe-Illustrator-2017-SS,0
CASL-SW-Adobe-Lightroom-2017,0
CASL-SW-SAS-JMP-13-SS,0
CASL-FW-GIMP-GIMP-2.8.6,0
CASL-FW-NCSU-Home Drive-1.0,0
CASL-SW-Adobe-Illustrator User License-2015,0
CASL-SW-Microsoft-Project Professional-2013-SS,0
CASL-SW-Adobe-Acrobat Professional-DC-SS,0
CASL-FW-Google-Earth-6.0.3.2197,0
CASL-SW-Cisco-Jabber-9.7.1 Build 18710,0
CASL-FW-Project R-R-3.4.1,0
CASL-FW-Project R-R-3.4.1-SS,0
CASL-FW-Google-Earth Pro-7.3.0.3832,0
CASL-SW-Adobe-Photoshop-2015-SS,0
CASL-SW-Auristor-Client-0.377,0
CASL-SW-SAS-SAS-9.4-SSr2,0
CASL-SW-Adobe-Acrobat Pro-9 AUTO-SS,0
CASL-SW-Adobe-InDesign User License-2015,0
CASL-SW-Adobe-Audition-2018,0
CASL-SW-Auristor-Client-0.377-SS,0
CASL-FW-Google-Earth Pro-7.3.0.3832-SS,0
CASL-SW-Adobe-Bridge-2018-SS,0
CASL-FW-Oracle-Java JRE-8u101-SS,0
CASL-SW-ANSYS-ANSYS Electronics-19.1,0
CASL-SW-Adobe-Audition-2018-SS,0
CASL-SW-Adobe-Creative Cloud Full-2018-SS,0
CASL-SW-ANSYS-ANSYS Electronics-19.1-SS,0
CASL-FW-Microsoft-.NET Framework-4.6.2,0
CASL-SW-IBM-SPSS AMOS-22-SS,0
CASL-FW-TortoiseSVN-TortoiseSVN-1.8.4.24972,0
CASL-SW-Adobe-Photoshop User License-2018-SS,0
CASL-SW-Adobe-Bridge-2015-SS,0
CASL-SW-ANSYS-ANSYS Fluid Structures-19.1,0
CASL-FW-Microsoft-.NET Framework-4.6.2-SS,0
CASL-SW-SAS-JMP-13,0
CASL-FW-VMware-VMware Tools-9.4.15.2827462,0
CASL-SW-Adobe-Bridge User License-2018,0
CASL-SW-Adobe-Illustrator User License-2015-SS,0
CASL-SW-ESRI-ArcGIS Pro-2.1.10257,0
CASL-SW-ESRI-ArcGIS Desktop-10.4.1,0
CASL-SW-ANSYS-ANSYS Fluid Structures-19.1-SS,0
CASL-SW-ESRI-ArcGIS Desktop-10.3.1,0
CASL-FW-Oracle-Java JRE-8u51,0
CASL-SW-ESRI-ArcGIS Desktop-10.5.0,0
CASL-SW-ESRI-ArcGIS Desktop-10.5.1,0
CASL-FW-Simon Tatham-PuTTY-0.67,0
CASL-SW-Adobe-Dreamweaver User License-2018,0
CASL-SW-ESRI-ArcGIS Pro-2.1.10257-SS,0
CASL-SW-ESRI-ArcGIS Desktop-10.4.1-SS,0
CASL-SW-Adobe-Dreamweaver-2017-SS,0
CASL-SW-ESRI-ArcGIS Desktop-10.5.0-SS,0
CASL-SW-ESRI-ArcGIS Desktop-10.5.1-SS,0
CASL-SW-Adobe-InDesign User License-2018,0
CASL-SW-Hyland-OnBase Virtual Print Driver-16.1.6100.777,0
CASL-SW-IBM-SPSS AMOS-22,0
CASL-SW-Maplesoft-Maple-2016-SS,0
CASL-SW-Adobe-Photoshop User License-2018,0
CASL-SW-Adobe-Lightroom User License-2018-SS,0
CASL-SW-DVTel Inc-Latitube-6.3.0.2500,0
CASL-SW-Cisco-Jabber-AUTO,0
CASL-SW-AdmissionPros-Enterprise System-4.3.244,0
CASL-SW-Adobe-Lightroom User License-2018,0
CASL-FW-Oracle-Java JRE-8u45-SS,0
CASL-SW-Cisco-Jabber-AUTO-SS,0
CASL-SW-AdmissionPros-Enterprise System-4.3.244-SS,0
CASL-SW-Adobe-Premiere Pro User License-2018,0
CASL-SW-Cisco-WebEx Network Recording Player-AUTO,0
CASL-FW-Irfan Skiljan-IrfanView-4.35-SS,0
CASL-FW-Pascal Brachet-Texmaker-2.0.0,0
CASL-SW-Adobe-Creative Cloud Full User License-2018,0
CASL-SW-Cisco-WebEx Network Recording Player-AUTO-SS,0
CASL-SW-Adobe-Premiere Pro User License-2017,0
CASL-SW-LabStats-LabStats Client-7.17.706.0,0
CASL-FW-Microsoft-Powershell-5.0,0
CASL-SW-Microsoft-Endpoint Protection-AUTO,0
CASL-SW-Adobe-After Effects-2018,0
CASL-SW-Cisco-WebEx Meeting-AUTO,0
CASL-SW-Microsoft-Visio-2010,0
CASL-SW-Adobe-Photoshop-2018-SS,0
CASL-FW-Igor Pavlov-7Zip-AUTO,0
CASL-SW-Cisco-WebEx Meeting-AUTO-SS,0
CASL-SW-Adobe-InDesign-2017,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2016,0
CASL-SW-PaperCut-PaperCut MF Client-AUTO,0
CASL-SW-Adobe-Bridge-2018,0
CASL-FW-Igor Pavlov-7Zip-AUTO-SS,0
CASL-FW-NotepadPP-NotepadPP-AUTO,0
CASL-SW-Cisco-WebEx Meetings-27.32.200.701-SS,0
CASL-SW-Adobe-Dreamweaver-2018,0
CASL-FW-NotepadPP-NotepadPP-AUTO-SS,0
CASL-SW-Adobe-Photoshop-2017-SS,0
CASL-SW-Design Science-MathType-6.7a-SS,0
CASL-SW-Adobe-Illustrator-2018,0
CASL-SW-Autodesk-AutoCAD-2015,0
CASL-SW-Adobe-Acrobat-AUTO-SS,0
CASL-SW-Adobe-InDesign-2018,0
CASL-SW-Adobe-After Effects-2015,0
CASL-SW-Adobe-Lightroom User License-2017,0
CASL-SW-Microsoft-Office-2010,0
CASL-SW-Adobe-InDesign-CS5.5-SSr2,0
CASL-SW-Adobe-InDesign User License-2018-SS,0
CASL-SW-EMSSOFTWARE-EMS-43.0.386.0-SS,0
CASL-FW-VMware-VMware Tools-10.1.5-SS,0
CASL-SW-Adobe-Photoshop-2018,0
CASL-SW-Adobe-Premiere Pro User License-2018-SS,0
CASL-SW-Adobe-Lightroom-2018,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2018-SS,0
CASL-SW-Freedom Scientific-MAGic-12-SS,0
CASL-SW-Adobe-After Effects-2018-SS,0
CASL-FW-Oracle-Java JRE-8u141-SS,0
CASL-FW-RStudio-RStudio-1.0.153,0
CASL-SW-Adobe-Premiere Pro-2018,0
CASL-SW-AdmissionPros-Enterprise System-4.3.297-SS,0
CASL-SW-Adobe-Illustrator User License-2018,0
CASL-SW-Adobe-Bridge User License-2017-SS,0
CASL-SW-AdmissionPros-Enterprise System-4.3.297,0
CASL-SW-Adobe-Creative Cloud Full-2018,0
CASL-SW-Ansys-Ansys Electronics-18.0,0
CASL-SW-MathWorks-MATLAB-R2015a-SS,0
CASL-FW-Adobe-Acrobat Reader-DC-SS,0
CASL-SW-Adobe-Illustrator User License-2018-SS,0
CASL-SW-Ansys-Ansys Electronics-18.0-SS,0
CASL-SW-Starnet-XWin32-18.0.10,0
CASL-FW-OpenAFS-OpenAFS-1.7.3301,0
CASL-SW-Adobe-Illustrator-2018-SS,0
CASL-SW-Adobe-Creative Cloud Full-2015-SS,0
CASL-SW-Auristor-Client-0.359,0
CASL-SW-Starnet-XWin32-18.0.10-SS,0
CASL-SW-Adobe-Bridge User License-2018-SS,0
CASL-SW-Auristor-Client-0.359-SS,0
CASL-SW-Granta Design-CES EduPack-2018,0
CASL-SW-ESRI-ArcGIS Pro-1.1.3308-SS,0
CASL-SW-Adobe-InCopy User License-2018-SS,0
CASL-SW-Adobe-Creative Cloud Full User License-2015,0
CASL-SW-Granta Design-CES EduPack-2018-SS,0
CASL-SW-Microsoft-Office Professional-2016-SS,0
CASL-SW-SolidWorks-SolidWorks-2016SP3,0
CASL-SW-Adobe-InCopy User License-2018,0
CASL-FW-KNIME-KNIME Analytics-3.6.0,0
CASL-SW-SolidWorks-SolidWorks-2015SP2.1-SS,0
CASL-SW-Autodesk-Inventor-2015-SS,0
CASL-SW-Adobe-Creative Cloud Full User License-2018-SS,0
CASL-FW-KNIME-KNIME Analytics-3.6.0-SS,0
CASL-SW-Sassafras-K2 Client-6.1.6-SS,0
CASL-SW-Adobe-Lightroom-2018-SS,0
CASL-SW-SAS-JMP-14,0
CASL-FW-Oracle-VirtualBox-4.0.4,0
CASL-SW-Adobe-Premiere Pro-2018-SS,0
CASL-SW-SAS-JMP-14-SS,0
CASL-SW-EMSSOFTWARE-EMS-43.0.372.0-SS,0
CASL-FW-Simon Tatham-PuTTy-0.70,0
CASL-SW-Adobe-InDesign-2018-SS,0
CASL-SW-Adobe-Creative Cloud Full-2015,0
CASL-SW-Autodesk-AutoCAD-2019,0
CASL-FW-Simon Tatham-PuTTy-0.70-SS,0
CASL-SW-Adobe-Dreamweaver-2018-SS,0
CASL-FW-SlySoft-Virtual CloneDrive-5.4.5.0,0
CASL-SW-Autodesk-AutoCAD-2019-SS,0
CASL-FW-Martin Prikryl-WinSCP-5.11.3,0
CASL-SW-Adobe-Dreamweaver User License-2018-SS,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2019,0
CASL-SW-Adobe-After Effects User License-2017,0
CASL-FW-Martin Prikryl-WinSCP-5.11.3-SS,0
CASL-SW-Adobe-After Effects User License-2018,0
CASL-FW-Oracle-Java JRE-8u101,0
CASL-SW-IBM-SPSS-20,0
CASL-SW-OriginLab-Origin-2017SR1,0
CASL-SW-ANSYS-ANSYS-19.1,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2019-SS,0
CASL-SW-Labstats-LabStats Client-7.17.1025.0,0
CASL-FW-Igor Pavlov-7Zip-16.00-SS,0
CASL-SW-Adobe-After Effects User License-2018-SS,0
CASL-SW-ANSYS-ANSYS-19.1-SS,0
CASL-FW-Scintilla-SciTE-3.3.4-SS,0
CASL-SW-National Instruments-Labview with Drivers-2017,0
CASL-FW-Mozilla-Firefox-5,0
CASL-SW-Labstats-LabStats Client-7.17.1025.0-SS,0
CASL-SW-Adobe-InCopy-2018-SS,0
CASL-SW-Adobe-InCopy-2018,0
CASL-SW-ESRI-ArcPad-10.0-SS,0
CASL-FW-Oracle-Java JRE-8u161,0
CASL-SW-SAS-SAS-9.4,0
CASL-SW-Adobe-InDesign-CS5.5-r2,0
CASL-FW-Oracle-Java JRE-8u161-SS,0
CASL-SW-Microsoft-Visio Professional-2016-SS,0
CASL-FW-Oracle-Java JDK-8u161,0
CASL-FW-Martin Prikryl-WinSCP-5.5.6-SS,0
CASL-FW-Alertus-Alertus-3.3.9.212-SS,0
CASL-SW-Adobe-Dreamweaver User License-2015-SS,0
CASL-SW-Mathworks-MATLAB-R2018b,0
CASL-SW-IBM-ILOG CPLEX-12.6.1-SS,0
CASL-SW-Autodesk-AutoCAD Civil 3D-2015-SS,0
CASL-FW-Oracle-Java JDK-8u161-SS,0
CASL-SW-Sonic Foundry-Mediasite Desktop Recorder-2.1.0-SS,0
CASL-SW-Mathworks-MATLAB-R2018b-SS,0
CASL-SW-Maplesoft-Maple-2017,0
CASL-SW-Hyland-Unity Client-16.0.048,0
CASL-SW-Maplesoft-Maple-2017-SS,0
CASL-SW-Adobe-Dreamweaver User License-2015,0
CASL-SW-Adobe-Audition User License-2018,0
CASL-FW-Pidgin-Pidgin-2.10.9-SS,0
CASL-SW-MathWorks-MATLAB-R2015a,0
CASL-SW-Autodesk-AutoCAD-2018,0
CASL-SW-Adobe-Audition User License-2018-SS,0
CASL-FW-Audacity-Audacity-1.3.12,0
CASL-FW-Scintilla-SciTE-3.4.3,0
CASL-FW-Slack-Slack-AUTO,0
CASL-SW-SAS-JMP-11-SS,0
CASL-FW-NotepadPP Team-NotepadPP-6.3.2,0
CASL-FW-Slack-Slack-AUTO-SS,0
CASL-SW-SAS-SAS-9.3-SS,0
CASL-SW-Adobe-Lightroom-2015,0
CASL-SW-Labstats-Labstats Client-7.18.911.1,0
CASL-FW-Microsoft-Powershell-4.0,0
CASL-SW-IBM-SPSS-23,0
CASL-SW-Labstats-Labstats Client-7.18.911.1-SS,0
CASL-SW-Starnet-XWin32-2014.33,0
CASL-SW-Adobe-Illustrator-2015-SS,0
CASL-SW-Wolfram Research-Mathematica-10.0.0,0
CASL-SW-Adobe-Creative Cloud Convert License-2015,0
CASL-SW-Starnet-XWin32-2014.32,0
CASL-FW-Quest-PowerGUI-3.8,0
CASL-FW-Oracle-Java JRE-8u152-SS,0
CASL-FW-Project R-R-3.4.2,0
CASL-SW-PTC-MathCAD Prime-4.0,0
CASL-SW-Ansys-Ansys Suite-18.0-SS,0
CASL-SW-Granta Design-CES EduPack-2017,0
CASL-SW-Maplesoft-Maple-2015-SS,0
CASL-SW-PTC-MathCAD Prime-4.0-SS,0
CASL-SW-Granta Design-CES EduPack-2017-SS,0
CASL-SW-National Instruments-Labview-2017-SS,0
CASL-SW-ESRI-ArcPad-10.0,0
CASL-SW-Adobe-InDesign-2017-SS,0
CASL-FW-Microsoft-Media Player Firefox Plugin-1.0.0.8,0
CASL-SW-Microsoft-Visio Professional-2016,0
CASL-SW-Wolfram Research-Mathematica-10.4,0
CASL-FW-Google-Chrome-13.0-SS,0
CASL-SW-Alertus-Alertus-3.0.12.164,0
CASL-SW-Freedom Scientific-JAWS-15-SS,0
CASL-FW-Oracle-Java JDK-8u144,0
CASL-SW-IBM-SPSS Amos-25,0
CASL-SW-Wolfram Research-Mathematica-8.0.1-SS,0
CASL-SW-Mathworks-MATLAB-R2017b,0
CASL-SW-Adobe-Acrobat Professional-XI-SS,0
CASL-SW-SAS-JMP Genomics-9.0,0
CASL-FW-Canneverbe Ltd-CDBurnerXP-4.5.1.4003,0
CASL-SW-Mathworks-MATLAB-R2017b-SS,0
CASL-FW-Pascal Brachet-Texmaker-2.2.2,0
CASL-SW-IBM-SPSS Amos-25-SS,0
CASL-FW-Audacity-Audacity-2.0.3-SS,0
CASL-SW-IBM-SPSS-25-SS,0
CASL-FW-Ansgar Becker-HeidiSQL-7.0.0.4053,0
CASL-FW-Adobe-Shockwave Player-12.1.9.159-SS,0
CASL-SW-Adobe-Creative Cloud Full User License-2017-SS,0
CASL-SW-IBM-SPSS-25,0
CASL-FW-Google-Earth-7.1.2.2041,0
CASL-SW-Adobe-Bridge-2017-SS,0
CASL-FW-Python-Python-3.6.2,0
CASL-FW-VMware-VMware Tools-10.0.6,0
CASL-FW-Martin Prikryl-WinSCP-5.7.0,0
CASL-FW-Python-Python-3.6.2-SS,0
CASL-SW-IBM-SPSS-24-SS,0
CASL-SW-IBM-SPSS-22,0
CASL-SW-Wolfram Research-Mathematica-8.0.4,0
CASL-SW-SunGard-LDRPS-1.0,0
CASL-SW-PerkinElmer-ChemBioDraw-13.0-SS,0
CASL-SW-Adobe-Illustrator User License-2017,0
CASL-SW-IBM-SPSS Amos-24-SS,0
CASL-SW-Tripwire-Tripwire Enterprise Agent-8.5.5,0
CASL-SW-SunGard-Advance-9.5,0
CASL-SW-Adobe-Dreamweaver-2015-SS,0
CASL-SW-SAS-JMP-10-r2,0
CASL-FW-Audacity-Audacity-2.0.3,0
CASL-SW-Hyland-OnBase Virtual Print Driver-16.1.6100.777-SS,0
CASL-SW-Adobe-Acrobat Professional-XI,0
CASL-FW-TortoiseSVN-TortoiseSVN-1.8.4.24972-SS,0
CASL-FW-Dell-Dell Command Update Utility-2.2.0-SS,0
CASL-SW-Adobe-InDesign User License-2015-SS,0
CASL-SW-EMSSOFTWARE-EMS-44.1.23000.404,0
CASL-SW-Tripwire-Tripwire Enterprise Agent-8.5.5-SS,0
CASL-SW-EMSSOFTWARE-EMS-44.1.23000.404-SS,0
CASL-SW-ESRI-ArcGIS Pro-2.2.163783,0
CASL-FW-Oracle-Java JDK-8u141-SS,0
CASL-SW-ESRI-ArcGIS Pro-2.2.163783-SS,0
CASL-FW-VMware-VMware Tools-10.1.5,0
CASL-FW-RStudio-RStudio-1.0.153-SS,0
CASL-FW-Adobe-Flash Player-AUTO,0
CASL-SW-ESRI-ArcGIS Desktop-10.6.1,0
CASL-FW-Adobe-Acrobat Reader-XI,0
CASL-FW-Oracle-Java JDK-8u144-SS,0
CASL-FW-TurningTech-TurningPoint-4.2.2.21,0
CASL-SW-ESRI-ArcGIS Desktop-10.6.1-SS,0
CASL-SW-IBM-SPSS-23-SS,0
CASL-FW-Google-Chrome-13.0,0
CASL-FW-Scintilla-SciTE-3.5.7-SS,0
CASL-SW-Adobe-Photoshop User License-2015,0
CASL-FW-Oracle-Java JRE-8u111,0
CASL-SW-IBM-SPSS-19,0
CASL-FW-Mozilla-Firefox-5-SS,0
CASL-FW-R Core Team-R-3.0.0,0
CASL-FW-Oracle-Java JRE-8u111-SS,0
CASL-FW-RStudio-RStudio-0.98.1028-SS,0
CASL-SW-Adobe-After Effects User License-2017-SS,0
CASL-FW-Adobe-Acrobat Reader-XI-SS,0
CASL-FW-Microsoft-Powershell-3.0,0
CASL-SW-MathWorks-MATLAB-R2015b-SS,0
CASL-SW-Adobe-Web Premium-CS5.5-r2,0
CASL-SW-Adobe-Lightroom-2015-SS,0
CASL-SW-Hyland-Unity Client-16.0.048-SS,0
CASL-FW-Adobe-Shockwave Player-AUTO,0
CASL-SW-Wolfram Research-Mathematica-11.0,0
CASL-SW-Adobe-Dreamweaver User License-2017-SS,0
CASL-SW-Adobe-Illustrator-2017,0
CASL-FW-Oracle-Java JDK-8u152,0
CASL-SW-SolidWorks-Flow Simulation-2010 SP4.0,0
CASL-FW-Pidgin-Pidgin-AUTO,0
CASL-SW-Autodesk-Simulation Moldflow Adviser-2015-SS,0
CASL-SW-Adobe-Acrobat Professional-10.1-SS,0
CASL-FW-NCSU-SCCM SS SW Install Settings with UDA-1.0,0
CASL-SW-Cisco-Jabber-11.8.3 Build 51659-SS,0
CASL-SW-Hyland-Unity Client-16.0,0
CASL-SW-Cisco-Jabber-11.8.3 Build 51659,0
CASL-SW-Adobe-Acrobat Pro-9 AUTO,0
CASL-SW-Starnet-XWin32-2014.54,0
CASL-SW-Mathworks-MATLAB-R2017a,0
CASL-SW-Mathworks-MATLAB-R2016a-SS,0
CASL-SW-Starnet-XWin32-2014.54-SS,0
CASL-SW-Adobe-Dreamweaver-2017,0
CASL-SW-Mathworks-MATLAB-R2017a-SS,0
CASL-FW-Microsoft-.NET Framework-3.5,0
CASL-FW-Microsoft-KB2823324 Removal Tool-1.0,0
CASL-SW-Adobe-Premiere Pro User License-2017-SS,0
CASL-SW-SAS-SAS-9.4.0.17039,0
CASL-FW-Microsoft-.NET Framework-4.5,0
CASL-FW-Simon Tatham-PuTTY-0.66-SS,0
CASL-SW-Microsoft-Visio-2010-SS,0
CASL-SW-Adobe-Photoshop-2015,0
CASL-FW-NCBI-Cn3D-4.3.1-SS,0
CASL-FW-Google-Google Apps-1.2-SS,0
CASL-SW-Adobe-Dreamweaver-2015,0
CASL-SW-Design Science-MathType-6.9,0
CASL-FW-OpenAFS-OpenAFS-1.7.26,0
CASL-FW-VMware-VMware Tools-9.4.15.2827462-SS,0
CASL-SW-RefWorks-ProQuest-4.3.1217-SS,0
CASL-SW-Adobe-Lightroom User License-2015,0
CASL-FW-OpenAFS-OpenAFS-1.7.3202,0
CASL-SW-Freedom Scientific-JAWS-15,0
CASL-SW-Wolfram Research-Mathematica-8.0.1,0
CASL-SW-Maplesoft-Maple-16,0
CASL-SW-SAS-JMP-12,0
CASL-SW-Top Hat-Presentation Tool-5.0,0
CASL-FW-Python-Python-2.7.3-SS,0
CASL-SW-Wolfram Research-Mathematica-10.0.0-SS,0
CASL-SW-Top Hat-Presentation Tool-5.0-SS,0
CASL-SW-Microsoft-Office-2010-SS,0
CASL-SW-SAS-JMP License Update-10,0
CASL-FW-Continuum-Anaconda-5.1.0,0
CASL-FW-Oracle-Java JRE-8u91,0
CASL-FW-Simon Tatham-PuTTY-0.69,0
CASL-SW-SAS-JMP-12-SS,0
CASL-FW-Continuum-Anaconda-5.1.0-SS,0
CASL-FW-Project R-R-3.4.2-SS,0
CASL-SW-Adobe-Dreamweaver User License-2017,0
CASL-FW-Simon Tatham-PuTTY-0.69-SS,0
CASL-SW-PaperCut-PaperCut MF Client WolfCopy-AUTO,0
CASL-SW-DVTel Inc-Latitube-6.3.0.2500-SS,0
CASL-SW-Adobe-Photoshop-2017,0
CASL-SW-PaperCut-PaperCut MF Client WolfCopy-AUTO-SS,0
CASL-SW-Tripwire-Tripwire Enterprise Agent-8.4.2,0
CASL-SW-Maplesoft-Maple-2016,0
CASL-SW-IBM-SPSS Amos-24,0
CASL-FW-Google-Earth-6.0.3.2197-SS,0
CASL-FW-Google-Drive File Stream-AUTO,0
CASL-SW-SAS-SAS-9.3,0
CASL-FW-Google-Earth-6.2.2.6613-SS,0
CASL-SW-VMware-VMware Remote Console-9.0.0,0
CASL-FW-NCSU-SCCM SS SW Install Settings Admin Only-1.0,0
CASL-FW-Google-Drive File Stream-AUTO-SS,0
CASL-SW-VMware-VMware Remote Console-9.0.0-SS,0
CASL-SW-Adobe-Premiere Pro-2017,0
CASL-SW-EMC-Avamar Backup Client-7.4.101.58,0
CASL-FW-Eclipse-IDE for Java Developers-4.2,0
CASL-SW-Adobe-Creative Cloud Full User License-2017,0
CASL-SW-Enthought-Canopy-1.1.0,0
