software,count
ECE-FW-Oracle-Java JRE-8u152-SS,0
ECE-FW-Oracle-Java JDK-8u144,0
ECE-SW-Microsoft-Visio Professional-2016,112
ECE-SW-Adobe-InDesign-2017-SS,919
ECE-SW-Starnet-XWin32-2014.32,0
ECE-FW-Quest-PowerGUI-3.8,0
ECE-FW-NotepadPP Team-NotepadPP-6.3.2,0
ECE-FW-Scintilla-SciTE-3.4.3,0
ECE-SW-National Instruments-Labview-2017-SS,17
ECE-SW-Cisco-Jabber-9.7.1 Build 18710-SS,0
ECE-SW-SAS-JMP Genomics-8.2,0
ECE-SW-SAS-JMP-11-SS,0
ECE-FW-Pidgin-Pidgin-2.10.9-SS,0
ECE-SW-TurningTech-TurningPoint-4.3.2.1178,0
ECE-SW-SAS-JMP Genomics-8.2-SS,0
ECE-SW-Wolfram Research-Mathematica-10.4,0
ECE-SW-ESRI-ArcPad-10.0,0
ECE-SW-Maplesoft-Maple-2015-SS,0
ECE-SW-ESRI-ArcGIS Desktop-9.3.1 SP2,0
ECE-SW-Adobe-Illustrator-2015-SS,0
ECE-SW-Autodesk-AutoCAD-2005-20050619,0
ECE-FW-Pascal Brachet-Texmaker-2.2.2,0
ECE-SW-Freedom Scientific-JAWS-15-SS,0
ECE-SW-SAS-JMP Genomics-9.0,0
ECE-SW-Cisco-AnyConnect Secure Mobility Client-3.1.14018,0
ECE-FW-Canneverbe Ltd-CDBurnerXP-4.5.1.4003,0
ECE-SW-Auristor-Client-0.377,0
ECE-SW-Cisco-AnyConnect Secure Mobility Client-3.1.14018-SS,0
ECE-SW-Adobe-Bridge-2017-SS,7
ECE-SW-Auristor-Client-0.377-SS,0
ECE-SW-Alertus-Alertus-3.0.12.164,0
ECE-FW-Adobe-Shockwave Player-12.1.9.159-SS,0
ECE-SW-Adobe-Audition-2018,0
ECE-FW-Google-Earth-7.1.2.2041,0
ECE-SW-Adobe-Bridge-2015-SS,11
ECE-SW-Adobe-Audition-2018-SS,0
ECE-SW-Wolfram Research-Mathematica-8.0.4,0
ECE-SW-Adobe-Creative Cloud Convert License-2015,0
ECE-SW-ESRI-ArcGIS Pro-2.1.10257,0
ECE-FW-Ansgar Becker-HeidiSQL-7.0.0.4053,0
ECE-SW-Ansys-Ansys Electronics-18.0-SS,
ECE-SW-Adobe-After Effects User License-2017,0
ECE-SW-PerkinElmer-ChemBioDraw-13.0-SS,
ECE-SW-ESRI-ArcGIS Pro-2.1.10257-SS,0
ECE-SW-Adobe-After Effects-2017,0
ECE-SW-Adobe-InCopy User License-2017,0
ECE-SW-Adobe-Bridge User License-2017,0
ECE-SW-IBM-SPSS-22,0
ECE-FW-Google-Chrome-13.0-SS,0
ECE-SW-Adobe-Bridge User License-2017-SS,0
ECE-FW-VMware-VMware Tools-10.0.6,0
ECE-SW-Adobe-Bridge-2017,0
ECE-SW-Mathworks-MATLAB-R2017a,0
ECE-FW-Audacity-Audacity-2.0.3-SS,0
ECE-SW-Adobe-Creative Cloud Full User License-2017,0
ECE-FW-Python-Python-3.6.2-SS,0
ECE-SW-IBM-SPSS-24-SS,0
ECE-FW-Adobe-Flash Player-AUTO,0
ECE-SW-Adobe-InDesign User License-2015-SS,0
ECE-SW-Adobe-Creative Cloud Full User License-2017-SS,0
ECE-SW-Adobe-Acrobat Professional-XI-SS,0
ECE-SW-Adobe-Dreamweaver User License-2017,0
ECE-SW-IBM-SPSS Amos-25,0
ECE-SW-Adobe-Dreamweaver User License-2017-SS,0
ECE-FW-TortoiseSVN-TortoiseSVN-1.8.4.24972-SS,0
ECE-FW-Igor Pavlov-7Zip-AUTO,913
ECE-FW-Oracle-Java JDK-8u152,0
ECE-SW-Adobe-Illustrator User License-2017,0
ECE-SW-TurningTech-TurningPoint-4.3.2.1178-SS,0
ECE-FW-Igor Pavlov-7Zip-AUTO-SS,7
ECE-FW-Oracle-Java JDK-8u152-SS,0
ECE-SW-Adobe-Illustrator User License-2017-SS,0
ECE-FW-Oracle-Java JDK-8u141-SS,0
ECE-FW-Dell-Dell Command Update Utility-2.2.0-SS,0
ECE-FW-Martin Prikryl-WinSCP-5.7.0,112
ECE-FW-Audacity-Audacity-2.0.3,0
ECE-SW-Hyland-OnBase Virtual Print Driver-16.1.6100.777-SS,0
ECE-FW-Oracle-Java JRE-8u152,0
ECE-SW-Adobe-InDesign User License-2017,0
ECE-SW-Adobe-Acrobat Professional-XI,0
ECE-SW-SAS-JMP-10-r2,0
ECE-SW-Adobe-InDesign User License-2017-SS,0
ECE-SW-Adobe-InDesign-2017,0
ECE-FW-Adobe-Acrobat Reader-XI-SS,0
ECE-FW-RStudio-RStudio-0.98.1028-SS,0
ECE-FW-R Core Team-R-3.0.0,0
ECE-SW-Adobe-Lightroom User License-2017,0
ECE-SW-IBM-SPSS Amos-25-SS,0
ECE-FW-Scintilla-SciTE-3.5.7-SS,0
ECE-SW-Adobe-Lightroom User License-2017-SS,0
ECE-SW-IBM-SPSS-25,0
ECE-SW-SunGard-LDRPS-1.0,0
ECE-SW-Adobe-Lightroom-2017,0
ECE-SW-Mathworks-MATLAB-R2017b,35
ECE-SW-IBM-SPSS Amos-24-SS,0
ECE-FW-Mozilla-Firefox-5-SS,0
ECE-SW-Adobe-Photoshop User License-2017,0
ECE-SW-IBM-SPSS-25-SS,0
ECE-FW-RStudio-RStudio-1.0.153-SS,0
ECE-FW-Google-Chrome-13.0,0
ECE-SW-Adobe-Photoshop User License-2017-SS,0
ECE-SW-Adobe-Dreamweaver-2015-SS,0
ECE-SW-Spirion-Spirion-10.0.2,0
ECE-SW-Adobe-Photoshop-2017,
ECE-FW-Oracle-Java JDK-8u144-SS,0
ECE-SW-Adobe-Premiere Pro User License-2017,0
ECE-FW-Pidgin-Pidgin-AUTO,0
ECE-FW-VMware-VMware Tools-10.1.5,16
ECE-SW-Adobe-Premiere Pro User License-2017-SS,0
ECE-SW-Adobe-After Effects User License-2017-SS,11
ECE-SW-MathWorks-MATLAB-R2015b-SS,0
ECE-SW-IBM-SPSS-19,0
ECE-SW-Autodesk-Simulation Moldflow Adviser-2015-SS,0
ECE-SW-Adobe-Premiere Pro-2017,0
ECE-SW-IBM-SPSS-23-SS,0
ECE-SW-AdmissionPros-Enterprise System-4.3.297-SS,0
ECE-SW-Adobe-Photoshop User License-2015,0
ECE-FW-Microsoft-KB2823324 Removal Tool-1.0,0
ECE-FW-Adobe-Acrobat Reader-XI,0
ECE-SW-AdmissionPros-Enterprise System-4.3.297,0
ECE-SW-Auristor-Client-0.359-SS,686
ECE-SW-Adobe-Lightroom-2015-SS,0
ECE-FW-NCSU-SCCM SS SW Install Settings with UDA-1.0,0
ECE-SW-Adobe-Illustrator-2017,2
ECE-FW-Adobe-Shockwave Player-AUTO,0
ECE-FW-NCBI-Cn3D-4.3.1-SS,0
ECE-SW-Adobe-Web Premium-CS5.5-r2,0
ECE-SW-Adobe-Dreamweaver-2017,
ECE-SW-Adobe-Acrobat Pro-9 AUTO-SS,0
ECE-SW-Wolfram Research-Mathematica-11.0,
ECE-FW-Microsoft-Powershell-3.0,0
ECE-FW-Microsoft-.NET Framework-4.5,186
ECE-SW-Adobe-Photoshop-2015,
ECE-SW-Hyland-Unity Client-16.0.048-SS,0
ECE-FW-Microsoft-.NET Framework-3.5,10
ECE-FW-Simon Tatham-PuTTY-0.66-SS,0
ECE-SW-RefWorks-ProQuest-4.3.1217-SS,0
ECE-SW-Wolfram Research-Mathematica-10.0.0-SS,0
ECE-FW-Google-Google Apps-1.2-SS,0
ECE-SW-Design Science-MathType-6.9,0
ECE-SW-SAS-SAS-9.4.0.17039,0
ECE-FW-Oracle-Java JRE-8u91,0
ECE-SW-Adobe-Dreamweaver-2015,0
ECE-SW-Adobe-Lightroom User License-2015,0
ECE-SW-Microsoft-SCCM ConfigMgr Console-R3-SS,0
ECE-SW-Auristor-Client-0.359,
ECE-SW-Maplesoft-Maple-2016,0
ECE-SW-Mathworks-MATLAB-R2016a-SS,0
ECE-FW-Python-Python-2.7.3-SS,0
ECE-FW-OpenAFS-OpenAFS-1.7.26,0
ECE-FW-Microsoft-.NET Framework-4.6.2-SS,0
ECE-SW-Microsoft-Visio-2010-SS,0
ECE-SW-ESRI-ArcGIS Desktop-10.5.0,0
ECE-FW-Eclipse-IDE for Java Developers-4.2,0
ECE-SW-ESRI-ArcGIS Desktop-10.5.0-SS,0
ECE-SW-Mathworks-MATLAB-R2018b,35
ECE-FW-VMware-VMware Tools-9.4.15.2827462-SS,0
ECE-SW-SAS-SAS-9.3,0
ECE-SW-Mathworks-MATLAB-R2018b-SS,794
ECE-FW-Microsoft-Media Player Firefox Plugin-1.0.0.8,0
ECE-SW-Maplesoft-Maple-16,0
ECE-SW-Adobe-Audition User License-2018,0
ECE-SW-Microsoft-Office-2010-SS,0
ECE-SW-Adobe-Audition User License-2018-SS,0
ECE-FW-OpenAFS-OpenAFS-1.7.3202,0
ECE-FW-Google-Earth-6.2.2.6613-SS,0
ECE-SW-DVTel Inc-Latitube-6.3.0.2500-SS,0
ECE-SW-SAS-JMP License Update-10,0
ECE-SW-ESRI-ArcGIS Desktop-10.3.1-SS,0
ECE-FW-Project R-R-3.4.2-SS,0
ECE-SW-Adobe-Acrobat Pro DC User License-2018,0
ECE-SW-OriginLab-Origin-2018b,0
ECE-SW-SAS-JMP-12,0
ECE-SW-Tripwire-Tripwire Enterprise Agent-8.4.2,
ECE-SW-Adobe-Acrobat Pro DC User License-2018-SS,0
ECE-SW-OriginLab-Origin-2018b-SS,
ECE-FW-Pidgin-Pidgin-2.10.9,0
ECE-FW-Google-Earth-6.0.3.2197-SS,0
ECE-SW-Adobe-Acrobat Pro DC-2018,263
ECE-SW-Solidworks-Solidworks-2018 SP3.0,16
ECE-SW-Maplesoft-Maple-2015,0
ECE-FW-Microsoft-.NET Framework-3.5-SS,935
ECE-SW-Adobe-Acrobat Pro DC-2018-SS,920
ECE-SW-Solidworks-Solidworks-2018 SP3.0-SS,13
ECE-SW-ESRI-ArcPad-10.2.4,0
ECE-SW-IBM-SPSS Amos-24,0
ECE-SW-Wolfram Research-Mathematica-8.0.1,0
ECE-FW-NCSU-SCCM SS SW Install Settings Admin Only-1.0,0
ECE-SW-ESRI-ArcPad-10.2.4-SS,0
ECE-SW-Adobe-Photoshop User License-2015-SS,0
ECE-SW-SAS-JMP-12-SS,0
ECE-FW-Blackboard-Collaborate Launcher-1.1.0.0-SS,0
ECE-FW-Eclipse-IDE for Java Developers-4.2-SS,0
ECE-FW-Alertus-Alertus-AUTO,0
ECE-SW-Maplesoft-Maple-15-SS,0
ECE-FW-Google-Google Apps-1.2,0
ECE-SW-Adobe-Lightroom User License-2015-SS,0
ECE-SW-Adobe-Acrobat Pro-9 AUTO,0
ECE-SW-Labstats-Labstats Client-7.18.911.1,0
ECE-SW-ANSYS-ANSYS Electronics-19.1,0
ECE-SW-National Instruments-Labview-2017,9
ECE-SW-Labstats-Labstats Client-7.18.911.1-SS,0
ECE-SW-Enthought-Canopy-1.1.0,0
ECE-FW-Project R-R-3.4.1,0
ECE-SW-PaperCut-PaperCut MF Client-AUTO-SS,0
ECE-SW-ANSYS-ANSYS Electronics-19.1-SS,
ECE-FW-Python-Python-2.7.5,0
ECE-SW-Cisco-Jabber-9.0.5-SS,0
ECE-SW-ANSYS-ANSYS Fluid Structures-19.1,0
ECE-SW-Adobe-InDesign-2015-SS,0
ECE-SW-ANSYS-ANSYS Fluid Structures-19.1-SS,
ECE-FW-Python-Python-2.7.3,0
ECE-FW-Eclipse-Eclipse-4.7.0,0
ECE-SW-Maplesoft-Maple-16-SS,0
ECE-FW-Scintilla-SciTE-3.4.3-SS,0
ECE-FW-Google-Earth-6.2.2.6613,0
ECE-FW-Oracle-Java JRE-8u72-SS,0
ECE-SW-Adobe-Premiere Pro User License-2015-SS,0
ECE-SW-Wolfram Research-Mathematica-11.0-SS,795
ECE-FW-Oracle-Java JRE-8u45,0
ECE-FW-Oracle-Java JRE-8u144,0
ECE-SW-PTC-MathCAD Prime-3.1,0
ECE-SW-ESRI-ArcGIS Pro-1.1.3308,0
ECE-SW-SAS-JMP-11,0
ECE-FW-Oracle-Java JRE-8u40-SS,0
ECE-FW-TeX Users Group-TeXworks-0.4.4,0
ECE-SW-Adobe-Creative Cloud Full-2017,3
ECE-SW-TurningTech-TurningPoint-5.3.1,0
ECE-SW-Ansys-Ansys Suite-18.0-SS,8
ECE-FW-Simon Tatham-PuTTY-0.67-SS,913
ECE-SW-TechSmith-Camtasia Relay-4.0-SS,0
ECE-SW-SolidWorks-SolidWorks-2012SP3-SS,0
ECE-SW-Design Science-MathType-6.7a,0
ECE-SW-SAS-SAS-9.4-r2,2
ECE-SW-Adobe-Bridge-2015,2
ECE-SW-SAS-JMP-14.1,0
ECE-SW-SAS-JMP-14.1-SS,0
IES-SC-WolfPrint-Printer WolfPrint_BW-1.0,0
IES-FW-VideoLAN.org-VLC Media player-2.2.4,0
IES-SW-ACSCO-TimerPro-14.3.8.2018,0
IES-SW-ACSCO-TimerPro-14.3.8.2018-SS,
IES-FW-SysInternals-BGInfo-4.21,
IES-FW-Skype Technologies-Skype-7.26-SS,0
IES-FW-VideoLAN.org-VLC Media player-2.2.4-SS,0
IES-FW-SysInternals-BGInfo-4.21-SS,0
IES-FW-Skype Technologies-Skype-7.26,0
IES-SW-Tecplot-Tecplot360ex-2015R2-SS,0
IES-SW-Bentley-WaterCAD-08.11.01.32-20091113,0
IES-SW-Surfware-Surfcam-2016,0
IES-SW-Rockwell Automation-Arena-14.7,0
IES-SW-OriginLab-Origin-9.1SR2,0
IES-SW-Tecplot-Tecplot 360-2013R1-SS,0
IES-SW-Simio-Simio-10.174.16986,0
IES-SW-Simio-Simio-10.174.16986-SS,0
IES-SW-PTC-MathCAD-15.0.0.5,0
IES-SW-Bentley-Map Enterprise V8i-08.11.09.107,0
IES-SW-Surfware-Planit CLS-2014,0
IES-SW-Rockwell Automation-Arena-14.0,0
IES-SW-Surfware-SurfCAM-6SP2-SS,0
IES-SW-OriginLab-Origin-2015,0
IES-SW-Slickedit-Slickedit-2015-SS,0
IES-SW-Tecplot-Tecplot 360ex-2014R1-SS,0
IES-SW-Surfware-SurfCAM-6SP2,0
IES-SW-OPNET Technologies-OPNET-17.5,0
IES-SW-PTC-Creo-2.0 M070,0
IES-SW-Surfware-Surfcam-5.0,0
IES-SW-Microsoft-Visual Studio-2012-SS,0
IES-SW-Surfware-SurfCAM 2015-R1,0
IES-SW-Lindo Systems-Lindo-6.1,0
IES-SW-Slickedit-Slickedit-2013-SS,0
IES-SW-National Instruments-Labview-2010SP1-SS,0
IES-SW-Ansys-Ansys-16.1-SS,0
IES-SW-NAG-NAG Fortran Compiler-5.3.1,0
IES-SW-NAG-NAG Fortran Compiler-5.3,0
IES-SW-Lindo Systems-Lindo-6.1-SS,0
IES-SW-MSC Software-MD Adams-2012-SS,0
IES-SW-PTC-MathCAD Prime-3.0,0
IES-SW-Originlab-Origin-8.6,0
IES-SW-IBM-ILOG CPLEX-12.8,0
IES-SW-IBM-ILOG CPLEX-12.8-SS,0
IES-SW-CSI-SAP2000 Student-20.0.0,0
IES-SW-CSI-SAP2000 Student-20.0.0-SS,0
IES-SW-National Instruments-Labview-2014SP1-SS,0
IES-SW-PTC-MathCAD Prime-2.0,0
IES-SW-Atmel-AVR Studio-6.0,0
IES-SW-IBM-ILOG CPLEX-12.5,0
IES-SW-OPNET Technologies-OPNET-17.5-SS,0
IES-SW-Autodesk-Fusion 360-2017-SS,0
IES-SW-IBM-ILOG CPLEX-12.4-SS,0
IES-SW-IBM-ILOG CPLEX-12.7.1,0
IES-SW-IBM-ILOG CPLEX-12.7.1-SS,0
IES-SW-OriginLab-Origin-2015-SS,0
IES-SW-Aspen Technology-aspenOne-V10,0
IES-SW-Aspen Technology-aspenOne-V10-SS,0
IES-SW-Microsoft-Visual Studio-2010SP1,0
IES-SW-CSI-SAP2000 Student-19.0.0,0
IES-SW-CSI-SAP2000 Student-19.0.0-SS,0
IES-FW-Google-Backup and Sync-3.36.6721.3394-SS,0
IES-SW-Tecplot-Tecplot 360 EX-2018R1,0
IES-FW-Google-Drive File Stream-25.1.63.1725-SS,0
IES-SW-IBM-ILOG CPLEX-12.4,0
IES-SW-Tecplot-Tecplot 360 EX-2018R1-SS,0
IES-SW-Surfware-SurfCAM 2014-R2-SS,0
IES-FW-Google-Drive File Stream-25.1.63.1725,0
IES-SW-National Instruments-Labview-2013 SP1-SS,0
IES-FW-Eclipse-Eclipse-4.4.2-SS,0
IES-FW-Google-Backup and Sync-3.36.6721.3394,0
IES-SW-PTC-Creo-3.0 M030,0
IES-SW-Lindo Systems-Lingo-13.0-SS,0
IES-SW-Bentley-MicroStation V8i-08.11.09.608-SS,2
IES-SW-Slickedit-Slickedit-2014-SS,0
IES-SW-PTC-Creo-2.0 M070-SS,0
IES-SW-Ansys-Ansys-16.1,0
IES-SW-Atmel-AVR Studio-6.0-SS,0
IES-SW-Tecplot-Tecplot 360-2012R1-SS,0
IES-FW-Secure Endpoints-Network ID Manager-2.5.0.106,0
IES-SW-PTC-Pro Engineer-5,0
IES-SW-Microsoft-Visual Studio-2012,0
IES-SW-Surfware-SurfCAM-6,0
IES-SW-Slickedit-Slickedit-2015,0
IES-SW-Aspen Technology-aspenOne-V9,0
IES-SW-CD adapco-Star CCM-10.02-SS,0
IES-SW-Surfware-Surfcam-2016-SS,0
IES-SW-Aspen Technology-aspenOne-V9-SS,0
IES-SW-IBM-ILOG CPLEX-12.5.1,0
IES-SW-OriginLab-Origin-9-SS,0
IES-SW-PTC-MathCAD-15,0
IES-SW-Autodesk-Recap Pro-2018,0
IES-SW-Autodesk-Recap Pro-2018-SS,0
IES-SW-Tecplot-Tecplot 360-2011,0
IES-FW-Secure Endpoints-Network ID Manager-2.5.0.106-SS,0
IES-SW-Tecplot-Tecplot 360 EX-2017 R1,0
IES-SW-Tecplot-Tecplot 360 EX-2017 R1-SS,0
IES-SW-OriginLab-Origin-9,0
IES-SW-Surfware-SurfCAM-6-SS,0
IES-SW-Surfware-Surfcam Velocity-4.0-20090625,0
IES-SW-National Instruments-Labview-2011,0
IES-SW-Simio-Simio-8.139-SS,0
IES-SW-National Instruments-LabVIEW-2011SP1-SS,0
IES-SW-Bentley-Microstation-V8 XM 8.09-20080211,0
IES-SW-Autodesk-Fusion 360-2017,0
IES-SW-Simulia-Abaqus-6.8-20090518,0
IES-SW-Originlab-Origin-8.5.1-SS,0
IES-SW-Microsoft-Visual Studio-2017-SS,0
IES-SW-Microsoft-Visual Studio-2017,0
IES-SW-Tecplot-Tecplot 360ex-2014R2,0
IES-SW-Slickedit-Slickedit-2013,0
IES-SW-Tecplot-Tecplot360ex-2015R2,0
IES-SW-Lindo Systems-Lingo-13.0,0
IES-SW-PTC-MathCAD-15.0.1.0-SS,0
IES-SW-PTC-MathCAD Prime-2.0-SS,0
IES-SW-Hearne-TK Solver-4.0-20090625,0
IES-SW-Tecplot-Tecplot 360-2011-SS,0
IES-SW-Bentley-Microstation V8i-8.11.09.357-SS,0
IES-SW-National Instruments-LabVIEW-2011SP1,0
IES-SW-NAG-NAG Fortran Compiler-5.3-SS,0
IES-SW-Lindo Systems-Lindo-6.1-20080421,0
IES-FW-Eclipse-Eclipse-4.4.2,0
IES-SW-Rockwell-Arena-13.90.00,0
IES-SW-PTC-Creo-3.0 M030-SS,0
IES-SW-PTC-ProEngineer-5-v2,0
IES-SW-Bentley-MicroStation V8i-08.11.09.608,
IES-SW-Autodesk-Navisworks Simulate-2019,0
IES-SW-Tecplot-Tecplot 360ex-2014R2-SS,0
IES-SW-Autodesk-Navisworks Simulate-2019-SS,0
IES-SW-MSC Software-MD Adams-2012,0
IES-SW-Autodesk-Navisworks Manage-2019,0
IES-SW-Autodesk-Navisworks Manage-2019-SS,0
IES-SW-Slickedit-Slickedit-2014,0
IES-SW-Simulia-Abaqus-6.11,0
IES-SW-SlickEdit-SlickEdit-2012,0
IES-SW-CD adapco-Star CCM-8.02-SS,0
IES-SW-WinEdt Team-WinEdt-5.3-20090622,0
IES-SW-OPNET Technologies-OPNET-17.1,0
IES-SW-Ansys-Ansys-15-SS,0
IES-SW-SlickEdit-SlickEdit Pro-2016,0
IES-SW-SlickEdit-SlickEdit Pro-2016-SS,0
IES-SW-Tecplot-Tecplot 360-2012R1,0
IES-SW-Simio-Simio-5.91.10319,0
IES-SW-Surfware-SurfCAM 2014-R2,0
IES-SW-Bentley-GEOPAK Suite V8i-08.11.09.722-SS,0
IES-SW-Microsoft-Visual Studio-2010SP1-SS,0
IES-SW-Microsoft-Visual Studio-2012 Update 3-SS,0
IES-SW-Surfware-Planit CLS-2014-SS,0
IES-SW-Originlab-Origin-8.6-SS,0
IES-SW-PTC-ProEngineer-5-SSv2,0
IES-SW-Bentley-Map Enterprise V8i-08.11.09.107-SS,0
IES-SW-MSC Software-MD Adams-2014,0
IES-SW-Ansys-Ansys-15,0
IES-SW-Surfware-SurfCAM 2015-R1-SS,0
IES-SW-CD adapco-Star CCM-10.02,0
IES-SW-Rockwell Automation-Arena-14.7-SS,0
IES-SW-Rockwell Automation-Arena-15.0,0
IES-SW-Rockwell Automation-Arena-15.0-SS,0
IES-SW-CD adapco-Star CCM-12.02,0
IES-SW-CD adapco-Star CCM-12.02-SS,0
IES-SW-Intelligen-SuperPro Designer-7.0.0.18-20090722,0
IES-SW-Simulia-Abaqus-6.11-SS,0
IES-SW-NAG-NAG Fortran Compiler-5.3.1-SS,0
IES-SW-Rockwell-RSLogix 500-8.10.0-20090713,0
IES-SW-Simio-Simio-8.139,0
IES-SW-Tecplot-Tecplot 360ex-2014R1,0
IES-SW-National Instruments-Labview-2013 SP1,0
IES-SW-PTC-Creo-2.0,0
IES-SW-PTC-MathCAD Prime-3.0-SS,0
IES-SW-National Instruments-LabVIEW-2013-SS,0
IES-SW-MSC Software-MD Adams-2014-SS,0
IES-SW-IBM-ILOG CPLEX-12.5-SS,0
IES-SW-OPNET Technologies-OPNET-17.1-SS,0
IES-SW-Bentley-Microstation V8i-8.11.09.357,6
IES-SW-PTC-MathCAD-14-20090722,0
IES-SW-Tecplot-Tecplot 360 EX-2017 R2,0
IES-SW-National Instruments-Labview-2011-SS,0
IES-FW-Slack-Slack-2.2.1,0
IES-SW-Tecplot-Tecplot 360 EX-2017 R2-SS,0
IES-FW-Slack-Slack-2.2.1-SS,0
IES-SW-Originlab-Origin-8.5.1,0
IES-SW-PTC-Creo-2.0-SS,0
IES-SW-Simio-Simio-9.158.14862,0
IES-SW-Bentley-GEOPAK Suite V8i-08.11.09.722,0
IES-SW-Simio-Simio-9.158.14862-SS,0
IES-SW-Ansys-Ansys-14.5-SS,0
IES-SW-Bentley-Microstation-v8i,0
IES-SW-National Instruments-Labview-2014SP1,0
IES-SW-PTC-MathCAD-15.0.1.0,0
IES-SW-PTC-MathCAD-15.0.0.5-SS,0
IES-SW-Microsoft-Visual Studio-2012 Update 3,0
IES-SW-OriginLab-Origin-9.1SR2-SS,0
IES-SW-IBM-ILOG CPLEX-12.5.1-SS,0
IES-SW-Bentley-GEOPAK V8i-08.11.07.566-SS,0
IES-SW-Aquaveo-GMS-7.1,0
IES-SW-CD adapco-Star CCM-8.02,0
IES-SW-Tecplot-Tecplot 360-2013R1,0
IES-SW-SlickEdit-SlickEdit-2012-SS,0
IES-SW-Simio-Simio-5.91.10319-SS,0
IES-SW-Bentley-GEOPak-v8i,0
IES-SW-Bentley-GEOPAK V8i-08.11.07.566,0
IES-SW-Adobe-Acrobat Professional-XI-SS,0
IES-FW-OpenBabel-Babel GUI-2.4.1,0
IES-FW-Adobe-Acrobat Reader-DC,139
IES-SW-National Instruments-Labview-2017-SS,0
IES-FW-Microsoft-Visual C Express-2011-SS,0
IES-SW-Adobe-Lightroom-2015-SS,0
IES-FW-Dell-Dell Command Update Utility-2.2.0-SS,0
IES-FW-Microsoft-KB2823324 Removal Tool-1.0,0
IES-FW-Oracle-Java JRE-8u91-SS,0
IES-SW-Microsoft-SCCM ConfigMgr Console-R3-SS,2
IES-SW-Adobe-Audition-2018,0
IES-SW-Adobe-Audition-2018-SS,0
IES-FW-Oracle-Java JRE-8u45-SS,0
IES-SW-Adobe-Illustrator-2017-SS,0
IES-SW-Adobe-Acrobat Pro DC User License-2018,0
IES-SW-Cisco-Jabber-9.0.5,0
IES-SW-National Instruments-Labview with Drivers-2017,0
IES-SW-Microsoft-Project Professional-2013,0
IES-SW-Adobe-Acrobat Pro DC User License-2018-SS,0
IES-SW-Adobe-Acrobat Professional-XI,0
IES-SW-Respondus-Respondus-3.5.4,0
IES-SW-Adobe-Acrobat Pro DC-2018,0
IES-FW-VMware-VMware Tools-9.4.15.2827462-SS,0
IES-SW-Adobe-Acrobat Pro DC-2018-SS,0
IES-SW-PaperCut-PaperCut MF Client-AUTO,0
IES-SW-Adobe-Dreamweaver User License-2015,0
IES-SW-ESRI-ArcGIS Pro-2.1.10257,0
IES-FW-Oracle-Java JRE-8u72,0
IES-SW-ESRI-ArcGIS Pro-2.1.10257-SS,0
IES-FW-Audacity-Audacity-2.0.3-SS,
IES-FW-SlySoft-Virtual CloneDrive-5.4.5.0-SS,3
IES-SW-Adobe-Acrobat Professional-10.1,0
IES-SW-Ansys-Ansys Fluid Structures-18.0-SS,0
IES-SW-Hyland-Unity Client-16.0-SS,0
IES-SW-Adobe-InDesign-2017,0
IES-FW-Microsoft-.NET Framework-4.5-SS,0
IES-FW-Quest-PowerGUI-3.8-SS,0
IES-SW-Cisco-Jabber-9.7.1 Build 18710-SS,0
IES-SW-Adobe-Photoshop User License-2017,0
IES-FW-Adobe-Acrobat Reader-XI,0
IES-SW-Microsoft-Visio-2010,0
IES-SW-SolidWorks-SolidWorks-2011SP4-SS,0
IES-FW-Google-Google Apps-1.2-SS,0
IES-SW-DVTel Inc-Latitube-6.3.0.2500,0
IES-SW-Adobe-InDesign-CS5.5-r2,0
IES-SW-Adobe-Illustrator User License-2017-SS,0
IES-SW-Cisco-WebEx Meetings-27.32.200.910-SS,0
IES-FW-myitforum-SCCM Right Click Tools-2.0,3
IES-SW-ANSYS-ANSYS Electronics-19.1,0
IES-FW-Martin Prikryl-WinSCP-5.5.6-SS,
IES-SW-ANSYS-ANSYS Electronics-19.1-SS,0
IES-FW-NotepadPP-NotepadPP-6.7.4-SS,0
IES-FW-Igor Pavlov-7Zip-16.00,0
IES-SW-ANSYS-ANSYS Fluid Structures-19.1,0
IES-SW-Adobe-Illustrator-2015-SS,0
IES-SW-Starnet-XWin32-2014.33,0
IES-SW-Autodesk-AutoCAD Civil 3D-2016-SS,0
IES-SW-ANSYS-ANSYS Fluid Structures-19.1-SS,0
IES-SW-TurningTech-TurningPoint-5.2.1-SS,0
IES-FW-Igor Pavlov-7Zip-AUTO,3
IES-FW-Igor Pavlov-7Zip-AUTO-SS,153
IES-SW-Autodesk-Inventor-2015,0
IES-SW-SolidWorks-SolidWorks-2016SP3-SS,0
IES-FW-TeX Users Group-TeXworks-0.4.4,0
IES-FW-Audacity-Audacity-1.3.12,0
IES-SW-Adobe-Lightroom User License-2017,0
IES-SW-Adobe-Dreamweaver-2017-SS,0
IES-FW-Microsoft-Powershell-3.0,0
IES-SW-MathWorks-MATLAB-R2015a,0
IES-SW-Cisco-Jabber-AUTO,0
IES-FW-Google-Earth-6.2.2.6613-SS,0
IES-FW-NCSU-SCCM SS SW Install Settings Admin Only-1.0,0
IES-SW-Cisco-Jabber-AUTO-SS,0
IES-SW-Adobe-Acrobat Professional-DC,0
IES-SW-Cisco-WebEx Network Recording Player-AUTO,0
IES-SW-SAS-SAS-9.3,0
IES-FW-Slack-Slack-AUTO,0
IES-SW-Cisco-WebEx Network Recording Player-AUTO-SS,0
